"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"64958","FRB 20180128A","13:56:00.000","-06:43:00.00","FRB","","441.4","0.2","pc/cc","32","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB180128.0","","","1","1","","17.5","Clear-","2018-01-28 00:59:38.617","FRBCAT_bot","",""
"64957","FRB 20180119A","03:29:18.000","-12:43:60.00","FRB","","402.7","0.7","pc/cc","36","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB180119","","","1","1","","40.7","Clear-","2018-01-19 12:24:30.747","FRBCAT_bot","",""
"64956","FRB 20180110A","21:52:60.000","-35:27:00.00","FRB","","715.7","0.2","pc/cc","38","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB180110","","","1","1","","128.1","Clear-","2018-01-10 07:34:34.959","FRBCAT_bot","",""
"64955","FRB 20171216A","03:28:00.000","-57:04:00.00","FRB","","203.1","0.5","pc/cc","37","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171216","","","1","1","","21","Clear-","2017-12-16 17:59:10.822","FRBCAT_bot","",""
"64954","FRB 20171213A","03:38:60.000","-10:55:60.00","FRB","","158.6","0.2","pc/cc","36","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171213","","","1","1","","88.6","Clear-","2017-12-13 14:22:40.467","FRBCAT_bot","",""
"64953","FRB 20171209A","15:50:25.000","-46:10:20.00","FRB","","1457.4","0.03","pc/cc","13","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171209","","","1","1","","1.48","BPSR-MB20","2017-12-09 20:34:23.500","FRBCAT_bot","",""
"64952","FRB 20171116A","03:30:60.000","-17:13:60.00","FRB","","618.5","0.5","pc/cc","36","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171116","","","1","1","","19.6","Clear-","2017-11-16 14:59:33.305","FRBCAT_bot","",""
"64951","FRB 20171020A","22:15:00.000","-19:40:00.00","FRB","","114.1","0.2","pc/cc","38","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171020","","","1","1","","117.6","Clear-","2017-10-20 10:27:58.598","FRBCAT_bot","",""
"64950","FRB 20171019A","22:17:30.000","-08:40:00.00","FRB","","460.8","1.1","pc/cc","37","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171019","","","1","1","","40.5","Clear-","2017-10-19 13:26:40.097","FRBCAT_bot","",""
"64949","FRB 20171004A","11:57:36.000","-11:54:00.00","FRB","","304","0.3","pc/cc","38","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171004","","","1","1","","22","Clear-","2017-10-04 03:23:39.250","FRBCAT_bot","",""
"64948","FRB 20171003A","12:29:30.000","-14:07:00.00","FRB","","463.2","1.2","pc/cc","40","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB171003","","","1","1","","40.5","Clear-","2017-10-03 04:07:23.781","FRBCAT_bot","",""
"64947","FRB 20170922A","21:29:50.610","-07:59:40.49","FRB","","1111","1","pc/cc","45","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170922","","","1","1","","5.19","Other-","2017-09-22 11:23:33.400","FRBCAT_bot","",""
"64946","FRB 20170906A","21:59:48.000","-19:57:00.00","FRB","","390.3","0.4","pc/cc","39","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170906","","","1","1","","29.6","Clear-","2017-09-06 13:06:56.488","FRBCAT_bot","",""
"64944","FRB 20170827A","00:49:18.660","-65:33:02.30","FRB","","176.8","0.04","pc/cc","37","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170827","","","1","1","","50.3","Other-","2017-08-27 16:20:18.000","FRBCAT_bot","",""
"65013","FRB 20170826A","05:31:58.700","+33:08:52.50","FRB","20121102A","565","5","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.38","Other-","2017-08-26 13:52:01.252","FRBCAT_bot","",""
"64943","FRB 20170712A","22:36:00.000","-60:57:00.00","FRB","","312.79","0.07","pc/cc","38","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170712","","","1","1","","37.8","Clear-","2017-07-12 13:22:17.394","FRBCAT_bot","",""
"64942","FRB 20170707A","02:59:00.000","-57:16:00.00","FRB","","235.2","0.6","pc/cc","36","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170707","","","1","1","","14.8","Clear-","2017-07-07 06:17:34.354","FRBCAT_bot","",""
"64941","FRB 20170606A","05:33:60.000","+41:45:00.00","FRB","","247","5","pc/cc","250","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170606","","","1","1","","0.54","Clear-","2017-06-06 10:03:27.000","FRBCAT_bot","",""
"64940","FRB 20170428A","21:47:00.000","-41:51:00.00","FRB","","991.7","0.9","pc/cc","40","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170428","","","1","1","","7.7","Clear-","2017-04-28 18:02:34.700","FRBCAT_bot","",""
"64939","FRB 20170416A","22:12:60.000","-55:01:60.00","FRB","","523.2","0.2","pc/cc","40","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170416","","","1","1","","19.4","Clear-","2017-04-16 23:11:12.799","FRBCAT_bot","",""
"64938","FRB 20170107A","11:23:18.000","-05:00:00.00","FRB","","609.5","0.5","pc/cc","35","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB170107","","","1","1","","22.3","Clear-","2017-01-07 20:05:08.139","FRBCAT_bot","",""
"64937","FRB 20161202A","23:44:00.000","+40:48:00.00","FRB","","291","4","pc/cc","69.8","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB161202","","","1","1","","0.29","Clear-","2016-12-02 13:24:54.000","FRBCAT_bot","",""
"64936","FRB 20160920A","05:33:60.000","+41:45:00.00","FRB","","1767","4","pc/cc","250","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160920","","","1","1","","0.22","Clear-","2016-09-20 03:05:43.000","FRBCAT_bot","",""
"65012","FRB 20160823A","05:31:58.700","+33:08:53.00","FRB","20121102A","567","2","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0","Other-","2016-08-23 17:51:23.921","FRBCAT_bot","",""
"64935","FRB 20160608A","07:36:42.000","-40:47:52.00","FRB","","682","7","pc/cc","238.3","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160608","","","1","1","","4.3","Other-","2016-06-08 03:53:01.088","FRBCAT_bot","",""
"64934","FRB 20160410A","08:41:25.000","+06:05:05.00","FRB","","278","3","pc/cc","57.7","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160410","","","1","1","","7","Other-","2016-04-10 08:33:39.680","FRBCAT_bot","",""
"64933","FRB 20160317A","07:53:47.000","-29:36:31.00","FRB","","1165","11","pc/cc","319.6","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160317","","","1","1","","3","Other-","2016-03-17 09:00:36.530","FRBCAT_bot","",""
"64932","FRB 20160206A","01:00:60.000","+41:37:48.00","FRB","","1262","5","pc/cc","69.1","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160206","","","1","1","","0.26","Clear-","2016-02-06 10:26:50.000","FRBCAT_bot","",""
"64931","FRB 20160102A","22:38:49.000","-30:10:50.00","FRB","","2596.1","0.3","pc/cc","13","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB160102","","","1","1","","0.5","BPSR-MB20","2016-01-02 08:28:39.374","FRBCAT_bot","",""
"64930","FRB 20151230A","09:40:50.000","-03:27:05.00","FRB","","960.4","0.5","pc/cc","38","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB151230","","","1","1","","0.42","BPSR-MB20","2015-12-30 16:15:46.525","FRBCAT_bot","",""
"65011","FRB 20151208A","05:31:58.000","+33:08:04.00","FRB","20121102A","558.6","1.7","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.03","Other-","2015-12-08 04:54:40.262","FRBCAT_bot","",""
"64929","FRB 20151206A","19:21:25.000","-04:07:54.00","FRB","","1909.8","0.6","pc/cc","160","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB151206","","","1","1","","0.3","BPSR-MB20","2015-12-06 06:17:52.778","FRBCAT_bot","",""
"64928","FRB 20151125A","01:30:60.000","+30:58:48.00","FRB","","273","4","pc/cc","50.2","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB151125","","","1","1","","0.54","Clear-","2015-11-25 15:42:36.000","FRBCAT_bot","",""
"65010","FRB 20151119D","05:31:58.000","+33:08:04.00","FRB","20121102A","560","6.4","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.09","S-Band-GUPPI","2015-11-19 11:05:52.492","FRBCAT_bot","",""
"65009","FRB 20151119C","05:31:58.000","+33:08:04.00","FRB","20121102A","560","","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.02","S-Band-GUPPI","2015-11-19 10:58:56.234","FRBCAT_bot","",""
"65008","FRB 20151119B","05:31:58.000","+33:08:04.00","FRB","20121102A","568.8","6.6","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.04","S-Band-GUPPI","2015-11-19 10:51:34.957","FRBCAT_bot","",""
"65007","FRB 20151119A","05:31:58.000","+33:08:04.00","FRB","20121102A","565.1","5.2","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.06","S-Band-GUPPI","2015-11-19 10:44:40.524","FRBCAT_bot","",""
"65006","FRB 20151113A","05:31:58.000","+33:08:04.00","FRB","20121102A","559.9","7.1","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.04","S-Band-GUPPI","2015-11-13 08:32:42.375","FRBCAT_bot","",""
"64927","FRB 20151018A","05:20:60.000","+33:06:00.00","FRB","","570","5","pc/cc","275","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB151018","","","1","1","","1.4","Clear-","2015-10-18 01:05:48.000","FRBCAT_bot","",""
"64926","FRB 20150807A","22:42:31.000","-55:04:42.00","FRB","","266.5","0.1","pc/cc","36.9","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB150807","","","1","1","","128","BPSR-MB20","2015-08-07 17:53:55.830","FRBCAT_bot","",""
"64925","FRB 20150610A","10:44:26.000","-40:05:23.00","FRB","","1593.9","0.6","pc/cc","122","YMW16","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB150610","","","1","1","","0.7","BPSR-MB20","2015-06-10 05:26:59.396","FRBCAT_bot","",""
"65005","FRB 20150602H","05:31:55.000","+33:08:13.00","FRB","20121102A","556.5","1.1","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.31","Other-","2015-06-02 17:57:32.020","FRBCAT_bot","",""
"65004","FRB 20150602G","05:31:55.000","+33:08:13.00","FRB","20121102A","558.7","4.9","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.05","Other-","2015-06-02 17:56:34.787","FRBCAT_bot","",""
"65003","FRB 20150602F","05:31:55.000","+33:08:13.00","FRB","20121102A","557.4","3.7","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.05","Other-","2015-06-02 17:53:45.528","FRBCAT_bot","",""
"65002","FRB 20150602E","05:31:55.000","+33:08:13.00","FRB","20121102A","556.5","3.7","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.14","Other-","2015-06-02 17:50:39.298","FRBCAT_bot","",""
"65001","FRB 20150602D","05:31:55.000","+33:08:13.00","FRB","20121102A","559","","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.02","Other-","2015-06-02 17:49:41.319","FRBCAT_bot","",""
"65000","FRB 20150602C","05:31:55.000","+33:08:13.00","FRB","20121102A","559","10","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.02","Other-","2015-06-02 17:49:18.627","FRBCAT_bot","",""
"64999","FRB 20150602B","05:32:01.000","+33:07:53.00","FRB","20121102A","558","10","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.02","Other-","2015-06-02 16:47:36.484","FRBCAT_bot","",""
"64998","FRB 20150602A","05:32:01.000","+33:07:53.00","FRB","20121102A","555","3","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.04","Other-","2015-06-02 16:38:07.575","FRBCAT_bot","",""
"64997","FRB 20150517B","05:32:01.000","+33:07:56.00","FRB","20121102A","566","10","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.03","Other-","2015-05-17 17:51:40.921","FRBCAT_bot","",""
"64996","FRB 20150517A","05:32:01.000","+33:07:56.00","FRB","20121102A","560","4","pc/cc","188","NE2001","","","","0.19273","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.03","Other-","2015-05-17 17:42:08.712","FRBCAT_bot","",""
"64924","FRB 20150418A","07:16:35.000","-19:00:40.00","FRB","","776.2","0.5","pc/cc","188.5","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB150418","","","1","1","","2.2","BPSR-MB20","2015-04-18 04:29:06.657","FRBCAT_bot","",""
"64923","FRB 20150215A","18:17:27.000","-04:54:15.00","FRB","","1105.6","0.8","pc/cc","427.2","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB150215","","","1","1","","0.7","BPSR-MB20","2015-02-15 20:41:41.714","FRBCAT_bot","",""
"64922","FRB 20141216A","00:14:00.000","+41:38:24.00","FRB","","545","5","pc/cc","69.5","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB141216","","","1","1","","0.23","Clear-","2014-12-16 13:03:24.000","FRBCAT_bot","",""
"64921","FRB 20141113A","06:13:00.100","+18:47:11.20","FRB","","400.3","","pc/cc","188","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB141113","","","1","1","","0.039","Other-","2014-11-13 07:42:55.220","FRBCAT_bot","",""
"64920","FRB 20140514A","22:34:06.000","-12:18:46.00","FRB","","562.7","0.6","pc/cc","34.9","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB140514","","","1","1","","0.471","BPSR-MB20","2014-05-14 17:14:11.060","FRBCAT_bot","",""
"64919","FRB 20140212A","01:30:60.000","+30:32:24.00","FRB","","910","4","pc/cc","49.8","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB140212","","","1","1","","0.26","Clear-","2014-02-12 10:31:14.000","FRBCAT_bot","",""
"64918","FRB 20131104A","06:44:10.000","-51:16:40.00","FRB","","779","1","pc/cc","71.1","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB131104","","","1","1","","1.12","BPSR-MB20","2013-11-04 18:04:11.200","FRBCAT_bot","",""
"64917","FRB 20131030A","00:25:00.000","+39:58:48.00","FRB","","203","4","pc/cc","64.4","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB131030","","","1","1","","0.24","Clear-","2013-10-30 16:13:15.000","FRBCAT_bot","",""
"64916","FRB 20130729A","13:41:21.000","-05:59:43.00","FRB","","861","2","pc/cc","31","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB130729","","","1","1","","0.22","BPSR-MB20","2013-07-29 09:01:51.190","FRBCAT_bot","",""
"64915","FRB 20130628A","09:03:02.000","+03:26:16.00","FRB","","469.88","0.01","pc/cc","52.58","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB130628","","","1","1","","1.91","BPSR-MB20","2013-06-28 03:58:00.178","FRBCAT_bot","",""
"64914","FRB 20130626A","16:27:06.000","-07:27:48.00","FRB","","952.4","0.1","pc/cc","66.87","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB130626","","","1","1","","0.74","BPSR-MB20","2013-06-26 14:55:59.771","FRBCAT_bot","",""
"64913","FRB 20121102A","05:32:09.000","+33:05:13.00","FRB","20121102A","557","2","pc/cc","188","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB121102","","","1","1","","0.4","Other-","2012-11-02 06:35:53.244","FRBCAT_bot","",""
"64912","FRB 20121029A","00:12:00.000","+42:03:36.00","FRB","","732","5","pc/cc","71","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB121029","","","1","1","","0.34","Clear-","2012-10-29 16:06:26.000","FRBCAT_bot","",""
"64911","FRB 20121002A","18:14:47.000","-85:11:53.00","FRB","","1629.18","0.02","pc/cc","74.27","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB121002","","","1","1","","0.76","BPSR-MB20","2012-10-02 13:09:18.436","FRBCAT_bot","",""
"64910","FRB 20120127A","23:15:06.000","-18:25:38.00","FRB","","553.3","0.3","pc/cc","31.82","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB120127","","","1","1","","0.62","BPSR-MB20","2012-01-27 08:11:21.725","FRBCAT_bot","",""
"64909","FRB 20110703A","23:30:51.000","-02:52:24.00","FRB","","1103.6","0.7","pc/cc","32.33","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB110703","","","1","1","","0.45","BPSR-MB20","2011-07-03 18:59:40.607","FRBCAT_bot","",""
"64908","FRB 20110626A","21:03:43.000","-44:44:19.00","FRB","","723","0.3","pc/cc","47.46","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB110626","","","1","1","","0.63","BPSR-MB20","2011-06-26 21:33:17.477","FRBCAT_bot","",""
"64907","FRB 20110523A","21:45:12.000","-00:09:37.00","FRB","","623.3","0.06","pc/cc","43.52","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB110523","","","1","1","","0.6","800MHz-GUPPI","2011-05-23 15:06:19.700","FRBCAT_bot","",""
"64906","FRB 20110220A","22:34:38.000","-12:23:45.00","FRB","","944.38","0.05","pc/cc","34.77","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB110220","","","1","1","","1.11","BPSR-MB20","2011-02-20 01:55:48.096","FRBCAT_bot","",""
"64905","FRB 20110214A","01:21:17.000","-49:47:11.00","FRB","","168.9","0.5","pc/cc","31.1","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB110214","","","1","1","","27","BPSR-MB20","2011-02-14 07:14:10.353","FRBCAT_bot","",""
"64904","FRB 20090625A","03:07:47.000","-29:55:36.00","FRB","","899.55","0.01","pc/cc","31.69","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB090625","","","1","1","","1.15","BPSR-MB20","2009-06-25 21:53:51.379","FRBCAT_bot","",""
"64903","FRB 20010724A","01:18:06.000","-75:12:18.00","FRB","","375","3","pc/cc","44.58","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB010724","","","1","1","","30","AFB-MB20","2001-07-24 19:50:01.690","FRBCAT_bot","",""
"64902","FRB 20010621A","18:52:05.000","-08:29:35.00","FRB","","745","10","pc/cc","523","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB010621","","","1","1","","0.41","AFB-MB20","2001-06-21 13:02:11.299","FRBCAT_bot","",""
"64901","FRB 20010312A","05:26:54.900","-64:56:19.20","FRB","","1187","14","pc/cc","51","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB010312","","","1","1","","0.25","AFB-MB20","2001-03-12 11:06:47.980","FRBCAT_bot","",""
"64900","FRB 20010305A","04:57:19.500","-52:36:24.67","FRB","","350","5","pc/cc","36","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB010305","","","1","1","","4.2","AFB-MB20","2001-03-05 12:29:16.020","FRBCAT_bot","",""
"64899","FRB 20010125A","19:06:53.000","-40:37:14.00","FRB","","790.3","3","pc/cc","110","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB010125","","","1","1","","0.54","AFB-MB20","2001-01-25 00:29:15.790","FRBCAT_bot","",""